scopus_id,title,authors,doi,year,source,url,origin_title,origin_year
85188533499,LW-PWECC: Cryptographic Framework of Attack Detection and Secure Data Transmission in IoT,Ranjith J.,10.18196/jrc.v5i1.20514,2024-01-01,Journal of Robotics and Control Jrc,https://api.elsevier.com/content/abstract/scopus_id/85188533499,LSO-CSL: Light spectrum optimizer-based convolutional stacked long short term memory for attack detection in IoT-based healthcare applications,2023-12-01
85180312116,IoT-Dew Computing-Inspired Real-Time Monitoring of Indoor Environment for Irregular Health Prediction,Manocha A.,10.1109/TEM.2023.3338458,2024-01-01,IEEE Transactions on Engineering Management,https://api.elsevier.com/content/abstract/scopus_id/85180312116,LSO-CSL: Light spectrum optimizer-based convolutional stacked long short term memory for attack detection in IoT-based healthcare applications,2023-12-01
85181548154,Machine Learning for Healthcare-IoT Security: A Review and Risk Mitigation,Khatun M.A.,10.1109/ACCESS.2023.3346320,2023-01-01,IEEE Access,https://api.elsevier.com/content/abstract/scopus_id/85181548154,LSO-CSL: Light spectrum optimizer-based convolutional stacked long short term memory for attack detection in IoT-based healthcare applications,2023-12-01
85203637449,Securing the Internet of Health Things: Embedded Federated Learning-Driven Long Short-Term Memory for Cyberattack Detection,Kumar M.,10.3390/electronics13173461,2024-09-01,Electronics Switzerland,https://api.elsevier.com/content/abstract/scopus_id/85203637449,Internet of Healthcare Things (IoHT): Towards a Digital Chain of Custody,2022-01-01
85186428136,Metaverse healthcare supply chain: Conceptual framework and barrier identification,Chen Z.S.,10.1016/j.engappai.2024.108113,2024-07-01,Engineering Applications of Artificial Intelligence,https://api.elsevier.com/content/abstract/scopus_id/85186428136,Internet of Healthcare Things (IoHT): Towards a Digital Chain of Custody,2022-01-01
85203704215,A Proactive Digital Chain of Custody for Internet of Healthcare Things (IoHT) Data,Donga L.,10.1109/ICHI61247.2024.00096,2024-01-01,Proceedings 2024 IEEE 12th International Conference on Healthcare Informatics Ichi 2024,https://api.elsevier.com/content/abstract/scopus_id/85203704215,Internet of Healthcare Things (IoHT): Towards a Digital Chain of Custody,2022-01-01
85182601904,Exploring Cyber Investigators: An In-Depth Examination of the Field of Digital Forensics,Asasfeh A.,10.1109/DASC/PiCom/CBDCom/Cy59711.2023.10361449,2023-01-01,2023 IEEE International Conference on Dependable Autonomic and Secure Computing International Conference on Pervasive Intelligence and Computing International Conference on Cloud and Big Data Computing International Conference on Cyber Science and Technology Congress Dasc Picom Cbdcom Cyberscitech 2023,https://api.elsevier.com/content/abstract/scopus_id/85182601904,Internet of Healthcare Things (IoHT): Towards a Digital Chain of Custody,2022-01-01
105007799044,Cybersecurity approaches to IoT platforms in e-healthcare systems: Artificial intelligence application,Oscar F.,10.4018/979-8-3373-2827-0.ch004,2025-04-23,AI Driven Healthcare Cybersecurity and Privacy,https://api.elsevier.com/content/abstract/scopus_id/105007799044,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
105016783236,Cloud-Based Biometric Security Solutions with AI for Secure Healthcare Data Sharing,Reddy M.,10.1109/INCET64471.2025.11140433,2025-01-01,2025 6th International Conference for Emerging Technology Incet 2025,https://api.elsevier.com/content/abstract/scopus_id/105016783236,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
105002449160,An IoT-Driven Performance Evaluation Framework for Secure Healthcare Monitoring Systems,Aswathy R.H.,10.1109/ICSADL65848.2025.10933052,2025-01-01,4th International Conference on Sentiment Analysis and Deep Learning Icsadl 2025 Proceedings,https://api.elsevier.com/content/abstract/scopus_id/105002449160,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
105011099290,Identity Access Management for Network Devices: Enhancing Security of Modern IT Infrastructure in Healthcare,Attaluri V.C.,10.1109/ICDSBS63635.2025.11032042,2025-01-01,2025 International Conference on Data Science and Business Systems Icdsbs 2025,https://api.elsevier.com/content/abstract/scopus_id/105011099290,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
105010231428,A Comparative Study of Efficient Healthcare Applications Addressing Scalability Challenges in Cloud Computing,Ayesha A.,10.1109/INCIP64058.2025.11019573,2025-01-01,Proceedings International Conference on Next Generation Communication and Information Processing Incip 2025,https://api.elsevier.com/content/abstract/scopus_id/105010231428,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85213569330,Cryptography in practice,Singla S.,10.1201/9781003508632-11,2025-01-01,Next Generation Mechanisms for Data Encryption,https://api.elsevier.com/content/abstract/scopus_id/85213569330,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
105003302777,"Deep Learning in Biometric Authentication: Challenges, Recent Advancements, and Future Trends",Alduhailan A.,10.12720/jait.16.4.458-477,2025-01-01,Journal of Advances in Information Technology,https://api.elsevier.com/content/abstract/scopus_id/105003302777,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85200740977,Machine Learning for IoT Applications and Digital Twins,Rezazadeh J.,10.3390/s24155062,2024-08-01,Sensors,https://api.elsevier.com/content/abstract/scopus_id/85200740977,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85183122303,A novel three-factor authentication and optimal mapreduce frameworks for secure medical big data transmission over the cloud with shaxecc,Rajeshkumar K.,10.1007/s11042-024-18147-6,2024-08-01,Multimedia Tools and Applications,https://api.elsevier.com/content/abstract/scopus_id/85183122303,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85193443356,Current approaches and future directions for Cyber Threat Intelligence sharing: A survey,Alaeifar P.,10.1016/j.jisa.2024.103786,2024-06-01,Journal of Information Security and Applications,https://api.elsevier.com/content/abstract/scopus_id/85193443356,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85193716219,The ratified biometric automatic teller machine for visually impaired availing IVRS technology in comparison with smart ATM,Madhuvani V.,10.1063/5.0198459,2024-05-07,Aip Conference Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85193716219,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85193684831,Ratified biometric automatic teller machine availing RFID and IVRS technology for visually impaired in comparison with smart ATM,Madhuvani V.,10.1063/5.0198454,2024-05-07,Aip Conference Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85193684831,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85193744541,Comparison of ratified biometrics with substantiated RFID technology for automatic teller machine transaction system availing IVRS for visually impaired,Madhuvani V.,10.1063/5.0198450,2024-05-07,Aip Conference Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85193744541,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85187206821,"The cybersecurity mesh: A comprehensive survey of involved artificial intelligence methods, cryptographic protocols and challenges for future research",Ramos-Cruz B.,10.1016/j.neucom.2024.127427,2024-05-07,Neurocomputing,https://api.elsevier.com/content/abstract/scopus_id/85187206821,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85153802561,Bag of On-Phone ANNs to Secure IoT Objects Using Wearable and Smartphone Biometrics,Vhaduri S.,10.1109/TDSC.2023.3269037,2024-05-01,IEEE Transactions on Dependable and Secure Computing,https://api.elsevier.com/content/abstract/scopus_id/85153802561,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85194219717,ResNet1D-Based Personal Identification with Multi-Session Surface Electromyography for Electronic Health Record Integration,Ganiga R.,10.3390/s24103140,2024-05-01,Sensors,https://api.elsevier.com/content/abstract/scopus_id/85194219717,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85188539974,AI-powered biometrics for Internet of Things security: A review and future vision,Awad A.I.,10.1016/j.jisa.2024.103748,2024-05-01,Journal of Information Security and Applications,https://api.elsevier.com/content/abstract/scopus_id/85188539974,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85182606078,Secure healthcare monitoring of arrythmias in internet of things with deep learning and elgamal encryption,Sumathi S.,10.3233/JIFS-235885,2024-01-10,Journal of Intelligent and Fuzzy Systems,https://api.elsevier.com/content/abstract/scopus_id/85182606078,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85192353173,A Real-Time IoT-Enabled Biometric Attendance System,Tripathi A.,10.1007/978-981-97-0641-9_42,2024-01-01,Lecture Notes in Networks and Systems,https://api.elsevier.com/content/abstract/scopus_id/85192353173,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85200607342,Cloud-based human authentication through scalable multibiometric image sensor fusion,Amin P.,10.1007/s13198-024-02449-x,2024-01-01,International Journal of System Assurance Engineering and Management,https://api.elsevier.com/content/abstract/scopus_id/85200607342,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85198532724,An online and offline hybrid teaching resource sharing method based on cloud computing,Qi H.,10.1504/IJRIS.2024.139837,2024-01-01,International Journal of Reasoning Based Intelligent Systems,https://api.elsevier.com/content/abstract/scopus_id/85198532724,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85218179241,Strengthening Cloud Security: Exploration of Authentication Frameworks in Cloud Computing Environment,Goyal A.,10.1109/ICTACS62700.2024.10841248,2024-01-01,Proceedings 4th International Conference on Technological Advancements in Computational Sciences Ictacs 2024,https://api.elsevier.com/content/abstract/scopus_id/85218179241,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85144203572,An Efficient and Secure Authentication Protocol with Deep Learning Based Key Generation toward Securing Healthcare Data in IoT,Sharma S.,10.1080/01969722.2022.2137644,2024-01-01,Cybernetics and Systems,https://api.elsevier.com/content/abstract/scopus_id/85144203572,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85208972569,Application of privacy protection technology to healthcare big data,Shin H.,10.1177/20552076241282242,2024-01-01,Digital Health,https://api.elsevier.com/content/abstract/scopus_id/85208972569,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85179266119,Layer-Based Security Threats in IoT Networks,Muhammad M.,10.1201/9781003404361-6,2024-01-01,Cyber Security for Next Generation Computing Technologies,https://api.elsevier.com/content/abstract/scopus_id/85179266119,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85162636744,"A Secure, Flexible, and PPG-Based Biometric Scheme for Healthy IoT Using Homomorphic Random Forest",Zhang L.,10.1109/JIOT.2023.3285796,2024-01-01,IEEE Internet of Things Journal,https://api.elsevier.com/content/abstract/scopus_id/85162636744,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85183324228,A Novel Semantic IoT Middleware for Secure Data Management: Blockchain and AI-Driven Context Awareness,Elkhodr M.,10.3390/fi16010022,2024-01-01,Future Internet,https://api.elsevier.com/content/abstract/scopus_id/85183324228,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85211236559,Advancements and challenges in fingerprint presentation attack detection: a systematic literature review,Ametefe D.S.,10.1007/s00521-024-10423-8,2024-01-01,Neural Computing and Applications,https://api.elsevier.com/content/abstract/scopus_id/85211236559,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85205240622,"Advanced Technologies in Healthcare: AI, Signal Processing, Digital Twins and 5G",Guo S.,10.1007/978-981-99-9585-1,2024-01-01,Advanced Technologies in Healthcare AI Signal Processing Digital Twins and 5g,https://api.elsevier.com/content/abstract/scopus_id/85205240622,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85179549380,"An identity management scheme for cloud computing: Review, challenges, and future directions",Mostafa A.M.,10.3233/JIFS-231911,2023-12-02,Journal of Intelligent and Fuzzy Systems,https://api.elsevier.com/content/abstract/scopus_id/85179549380,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85180011553,A secure authentication protocol for healthcare service in IoT with Q-net based secret key generation,Mahajan R.,10.3233/WEB-220104,2023-11-29,Web Intelligence,https://api.elsevier.com/content/abstract/scopus_id/85180011553,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85173641382,BioChainReward: A Secure and Incentivised Blockchain Framework for Biomedical Data Sharing,Elkhodr M.,10.3390/ijerph20196825,2023-10-01,International Journal of Environmental Research and Public Health,https://api.elsevier.com/content/abstract/scopus_id/85173641382,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85152223138,Electrocardiogram-based biometrics for user identification – Using your heartbeat as a digital key.,Mitchell A.R.J.,10.1016/j.jelectrocard.2023.04.001,2023-09-01,Journal of Electrocardiology,https://api.elsevier.com/content/abstract/scopus_id/85152223138,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85169517695,A study on smart energy management framework using cloud computing,Venkateswaran N.,10.4018/978-1-6684-8634-4.ch009,2023-08-04,5g Artificial Intelligence and Next Generation Internet of Things Digital Innovation for Green and Sustainable Economies,https://api.elsevier.com/content/abstract/scopus_id/85169517695,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85151825363,Big data analytics and internet of things for personalised healthcare: opportunities and challenges,Venkatraman S.,10.11591/ijece.v13i4.pp4306-4316,2023-08-01,International Journal of Electrical and Computer Engineering,https://api.elsevier.com/content/abstract/scopus_id/85151825363,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85161593123,Improving Healthcare Facilities in Remote Areas Using Cutting-Edge Technologies,Humayun M.,10.3390/app13116479,2023-06-01,Applied Sciences Switzerland,https://api.elsevier.com/content/abstract/scopus_id/85161593123,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85174076894,A Blockchain and IoT-Enabled Secure Health Data Handling Framework,Elkhodr M.,10.1109/ICABME59496.2023.10293065,2023-01-01,International Conference on Advances in Biomedical Engineering Icabme,https://api.elsevier.com/content/abstract/scopus_id/85174076894,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85170639383,BioEnvsense: A Usable Cybersecurity Framework for Critical Infrastructure,Farid F.,10.1109/SmartNets58706.2023.10215755,2023-01-01,2023 International Conference on Smart Applications Communications and Networking Smartnets 2023,https://api.elsevier.com/content/abstract/scopus_id/85170639383,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85151803780,A Cloud and IoT-enabled Workload-aware Healthcare Framework using Ant Colony Optimization Algorithm,Zhong L.,10.14569/IJACSA.2023.0140394,2023-01-01,International Journal of Advanced Computer Science and Applications,https://api.elsevier.com/content/abstract/scopus_id/85151803780,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85165308561,"The usage of internet of things in healthcare: A review of mechanisms, platforms, and opportunities from a new perspective",Zhu Z.,10.3233/JIFS-224166,2023-01-01,Journal of Intelligent and Fuzzy Systems,https://api.elsevier.com/content/abstract/scopus_id/85165308561,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85149020788,"A Systematic Literature Review on Multimodal Machine Learning: Applications, Challenges, Gaps and Future Directions",Barua A.,10.1109/ACCESS.2023.3243854,2023-01-01,IEEE Access,https://api.elsevier.com/content/abstract/scopus_id/85149020788,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85144715819,Escaping Local Minima via Appraisal Driven Responses,Damgaard M.R.,10.3390/robotics11060153,2022-12-01,Robotics,https://api.elsevier.com/content/abstract/scopus_id/85144715819,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85143536911,Sensor data fusion for optimal robotic navigation using regression based on an IOT system,Aroulanandam V.V.,10.1016/j.measen.2022.100598,2022-12-01,Measurement Sensors,https://api.elsevier.com/content/abstract/scopus_id/85143536911,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85136467284,On the use of artificial intelligence to deal with privacy in IoT systems: A systematic literature review,Giordano G.,10.1016/j.jss.2022.111475,2022-11-01,Journal of Systems and Software,https://api.elsevier.com/content/abstract/scopus_id/85136467284,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85136544068,An Intelligent Multimodal Biometric Authentication Model for Personalised Healthcare Services,Ahamed F.,10.3390/fi14080222,2022-08-01,Future Internet,https://api.elsevier.com/content/abstract/scopus_id/85136544068,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85126184705,Cloud healthcare services: A comprehensive and systematic literature review,Rahimi M.,10.1002/ett.4473,2022-07-01,Transactions on Emerging Telecommunications Technologies,https://api.elsevier.com/content/abstract/scopus_id/85126184705,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85133215089,Artificial Intelligence-enabled ECG: Physiologic and Pathophysiologic Insights and Implications,Kashou A.H.,10.1002/cphy.c210001,2022-07-01,Comprehensive Physiology,https://api.elsevier.com/content/abstract/scopus_id/85133215089,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85136785596,"The IoMT and Cloud in Healthcare: Use, Impact and Efficiency of Contemporary Sensor Devices Used by Patients and Clinicians",Roy T.,10.1145/3542954.3543015,2022-03-10,ACM International Conference Proceeding Series,https://api.elsevier.com/content/abstract/scopus_id/85136785596,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
