scopus_id,eid,title,references,cited_by
105019648244,2-s2.0-105019648244,"Sovereignty, Surveillance, and the Cloud: Geopolitical and Ethical Issues of Global Cloud Computing",0,0
105015633577,2-s2.0-105015633577,"Enhancing IoT Security Schemes Through Governance, Risk, and Compliance (GRC)",0,0
105013023492,2-s2.0-105013023492,Enhancing IoMT Security by Using Benford’s Law and Distance Functions,0,0
105011034691,2-s2.0-105011034691,SecureMD5: A new stream cipher for secure file systems and encryption key generation with artificial intelligence,1,1
105009512378,2-s2.0-105009512378,Prioritization of health distributed ledger technology use cases using fuzzy sine trigonometric based decision-making model,0,0
105016102017,2-s2.0-105016102017,Cybersecurity enhancement using conditional generative adversarial network with transformer-based conditional variational autoencoder,0,0
105017893541,2-s2.0-105017893541,A digital twin-enhanced cybersecurity framework for IoT in healthcare: Applications in industry 4.0,0,0
85219183585,2-s2.0-85219183585,Digital detox: exploring the impact of cybersecurity fatigue on employee productivity and mental health,5,5
105004057499,2-s2.0-105004057499,"A choice based conjoint analysis of mobile healthcare application preferences among physicians, patients, and individuals",1,1
105014732994,2-s2.0-105014732994,Cybersecurity awareness among radiography teachers in Africa and its potential impact in the digital age of medicine,0,0
85217500709,2-s2.0-85217500709,Innovative AI ensemble model for robust and optimized blockchain-based healthcare systems,4,4
105002899898,2-s2.0-105002899898,A digital twin framework for real-time healthcare monitoring: leveraging AI and secure systems for enhanced patient outcomes,8,8
105004425176,2-s2.0-105004425176,A secure IoT-edge architecture with data-driven AI techniques for early detection of cyber threats in healthcare,3,3
105010150627,2-s2.0-105010150627,Decentralized trust framework for smart cities: a blockchain-enabled cybersecurity and data integrity model,2,2
105011031091,2-s2.0-105011031091,"Cyber threats in mobile healthcare applications: systematic review of enabling technologies, threat models, detection approaches, and future directions",0,0
105013654248,2-s2.0-105013654248,Deep learning with leagues championship algorithm based intrusion detection on cybersecurity driven industrial IoT systems,0,0
105018672578,2-s2.0-105018672578,Blockchain-enabled secure data transmission for personalized e-healthcare and digital twin well-being,0,0
105009890698,2-s2.0-105009890698,XAI-XGBoost: an innovative explainable intrusion detection approach for securing internet of medical things systems,1,1
105019219371,2-s2.0-105019219371,Securing healthcare systems: a random forest approach to malicious URL detection,0,0
105001651742,2-s2.0-105001651742,AI driven IOMT security framework for advanced malware and ransomware detection in SDN,5,5
105017688617,2-s2.0-105017688617,Improving internet of health things security through anomaly detection framework using artificial intelligence driven ensemble approaches,0,0
105011717386,2-s2.0-105011717386,Enhancing reliability and security in cloud-based telesurgery systems leveraging swarm-evoked distributed federated learning framework to mitigate multiple attacks,0,0
105020032051,2-s2.0-105020032051,"Applications of machine learning and deep learning in precision medicine: Opportunities and challenges in genomics, oncology and clinical integration (Review)",0,0
105019671972,2-s2.0-105019671972,From vulnerability to resilience: Adversarial training and real-time detection for AI security,0,0
105012597290,2-s2.0-105012597290,Rare yet critical: Algorithms for privacy preserving rare itemset mining,0,0
105009537176,2-s2.0-105009537176,Artificial intelligence in breast oncology,0,0
105011349747,2-s2.0-105011349747,Data-driven FMEA approach for hazard identification and risk evaluation in digital health,1,1
86000782297,2-s2.0-86000782297,An intelligent ransomware based cyberthreat detection model using multi head attention-based recurrent neural networks with optimization algorithm in IoT environment,3,3
105014121466,2-s2.0-105014121466,MOGA: Multi-Objective Genetic Algorithm to select Stacking Ensemble Learning for classification,0,0
105014198451,2-s2.0-105014198451,Identifying significant features in adversarial attack detection framework using federated learning empowered medical IoT network security,0,0
105012131666,2-s2.0-105012131666,Risk inventory and mitigation actions for AI in medical imaging—a qualitative study of implementing standalone AI for screening mammography,0,0
105005077867,2-s2.0-105005077867,Leveraging federated learning for DoS attack detection in IoT networks based on ensemble feature selection and deep learning models,1,1
105015304687,2-s2.0-105015304687,Chaotic variational auto encoder-based adversarial machine learning,0,0
85217472759,2-s2.0-85217472759,Securing cyber-physical robotic systems for enhanced data security and real-time threat mitigation,4,4
85217731625,2-s2.0-85217731625,A novel cyber threat intelligence platform for evaluating the risk associated with smart agriculture,1,1
105019606860,2-s2.0-105019606860,Smart defense based on explainable stacked machine learning architecture for securing internet of health things with K-means clustering,0,0
85215356810,2-s2.0-85215356810,Intelligent two-phase dual authentication framework for Internet of Medical Things,25,25
105019407366,2-s2.0-105019407366,Hybrid Cross-Temporal Contrastive Model with Spiking Energy-Efficient Network Intrusion Detection in IOMT,0,0
105014945703,2-s2.0-105014945703,TIJERE: A novel threat intelligence joint extraction model based on analyst expert knowledge,0,0
105018630596,2-s2.0-105018630596,Hospital Size and Cybersecurity Practices: Evaluating Nurses' Awareness in Indonesia,0,0
105016462715,2-s2.0-105016462715,A comprehensive survey of cybersecurity techniques based on quality of service (QoS) on the Internet of Things (IoT),0,0
105015040494,2-s2.0-105015040494,EnhanceCTI: Enhanced semantic filtering and feature extraction framework for industry-specific cyber threat intelligence,0,0
105014285087,2-s2.0-105014285087,Security risk assessment of internet of things health devices using DREAD and STRIDE models,0,0
105016815121,2-s2.0-105016815121,Causality from bottom to top: a survey,0,0
105019070194,2-s2.0-105019070194,An innovative intrusion detection framework using GAN-augmented Deep Ensemble Neural Network for cross-domain IoT–cloud security,0,0
105017460318,2-s2.0-105017460318,"Big data and Internet of Things applications in smart cities: Recent advances, challenges, and critical issues",0,0
105019519139,2-s2.0-105019519139,XAI-driven multi-attention DeepCRNN for enhanced cyberattack detection in internet of medical things environments,0,0
105019494338,2-s2.0-105019494338,A hybrid framework for secure IoT communication using lightweight cryptography and machine learning-based authentication,0,0
105019103816,2-s2.0-105019103816,Navigating the Digital Shift: Review of Literature and Recommendations for Enhancing Nursing Informatics Education in the Philippines,0,0
105011500402,2-s2.0-105011500402,A machine learning approach for detecting cybersecurity vulnerabilities in the internet of medical things,0,0
105017651405,2-s2.0-105017651405,Web Application Security in Digital Health: A Dual Analysis and a Context-Aware OWASP-Based Tool Proposal,0,0
105018913352,2-s2.0-105018913352,Prioritizing Cybersecurity Controls for SDG 3: An AHP-Based Impact–Feasibility Assessment Framework,0,0
105008547956,2-s2.0-105008547956,Nursing students' cybersecurity practices and perceptions and cybersecurity crime awareness: A cross-sectional study,0,0
85217058051,2-s2.0-85217058051,Cybersecurity entity recognition model for IoT via hierarchical attention mechanism,0,0
105020480221,2-s2.0-105020480221,Third-Party Access Cybersecurity Threats and Precautions: A Survey of Healthcare Delivery Organizations,0,0
105016328840,2-s2.0-105016328840,Bridging cybersecurity with digital twin technology: a thematic analysis,0,0
105020243639,2-s2.0-105020243639,"A Comprehensive Survey on Intrusion Detection Systems for Healthcare 5.0: Concepts, Challenges, and Practical Applications",0,0
105020018699,2-s2.0-105020018699,Next-Gen Healthcare Devices: Evolution of MEMS and BioMEMS in the Era of the Internet of Bodies for Personalized Medicine,0,0
105019939080,2-s2.0-105019939080,Bridging data gaps and tackling human vulnerabilities in healthcare cybersecurity with generative AI,0,0
105013958140,2-s2.0-105013958140,Digital Twin-Enabled Incident Detection and Response: A Systematic Review of Critical Infrastructures Applications,0,0
105015074952,2-s2.0-105015074952,L-xaids: A LIME-based eXplainable AI framework for intrusion detection systems,0,0
105002170664,2-s2.0-105002170664,"Cybersecurity advancements for medical image transmission: a hybrid optical-based cryptosystem harnessing chaos, DNA sequences, and mandelbrot keys",0,0
105014094474,2-s2.0-105014094474,IntruSafe: a FCNN-LSTM hybrid IoMT intrusion detection system for both string and 2D-spatial data using sandwich architecture,0,0
105018904737,2-s2.0-105018904737,A Systematic Literature Review on the Implementation and Challenges of Zero Trust Architecture Across Domains,0,0
105009712357,2-s2.0-105009712357,(In)Security of mobile apps in developing countries: a systematic literature review,0,0
105013976639,2-s2.0-105013976639,Architecture-based governance for secure-by-design Cooperative Intelligent Transport Systems,0,0
105002656141,2-s2.0-105002656141,Towards a smarter education system: an investigation into ML and DL for information retrieval,0,0
105015374300,2-s2.0-105015374300,LSFRS: a lightweight framework for efficient and secure communication in IoT-based robotic surveillance,0,0
105009592776,2-s2.0-105009592776,"A Survey on anomaly detection in IoT: Techniques, challenges, and opportunities with the integration of 6G",1,1
105020190785,2-s2.0-105020190785,"Data Organisation for Efficient Pattern Retrieval: Indexing, Storage, and Access Structures",0,0
105007823844,2-s2.0-105007823844,Decentralized certificate issuance and verification system using Ethereum blockchain technology,0,0
105018811514,2-s2.0-105018811514,A novel image encryption scheme using 3D chaotic maps with Josephus permutation and dynamic diffusion,0,0
105018415559,2-s2.0-105018415559,Quantum Algorithms for Enhancing Cybersecurity in Computational Intelligence in Healthcare,0,0
105018404550,2-s2.0-105018404550,Quantum cryptography and cybersecurity in healthcare data,0,0
105017492401,2-s2.0-105017492401,Smart Cyber-Physical Systems: Innovations and Real-World Implications,1,1
105017511238,2-s2.0-105017511238,Healthcare and wearables in smart cyber-physical systems,0,0
105017468666,2-s2.0-105017468666,Smart cyber-physical systems in healthcare: Revolutionizing modern medicine in RPM and health security,0,0
105016090228,2-s2.0-105016090228,Analyzing Cyber Attack Detection in IoT Healthcare Environments Using Artificial Intelligence,0,0
105019795151,2-s2.0-105019795151,A NOVEL HYBRID MODEL FOR HIGH-ACCURACY MALWARE DETECTION IN THE INTERNET OF MEDICAL THINGS (IOMT) ENVIRONMENT,0,0
105015444561,2-s2.0-105015444561,Assessing the role of leadership style and budget allocation in cybersecurity project success in the healthcare sector: The mediating effect of risk mitigation strategies,0,0
105009734053,2-s2.0-105009734053,Resilience at the Core: Enhancing Cyber-Resilience and Cybersecurity Practices in Healthcare Sector,0,0
105017453075,2-s2.0-105017453075,Assessment of cybersecurity awareness among healthcare professionals. A cross sectional study,0,0
85209174412,2-s2.0-85209174412,Assessing ChatGPT's cybersecurity implications in Saudi Arabian healthcare and education sectors: A comparative study,0,0
105014959712,2-s2.0-105014959712,The alliance of cybersecurity and artificial intelligence in digital healthcare: challenges and solutions from the EU CYLCOMED RWD project.,0,0
105017276256,2-s2.0-105017276256,The Rise of Hacking in Integrated EHR Systems: A Trend Analysis of U.S. Healthcare Data Breaches,0,0
105017121015,2-s2.0-105017121015,"Bridging Domains: Advances in Explainable, Automated, and Privacy-Preserving AI for Computer Science and Cybersecurity",0,0
105009443721,2-s2.0-105009443721,Federated learning-enabled lightweight intrusion detection system for wireless sensor networks: A cybersecurity approach against DDoS attacks in smart city environments,3,3
105018635799,2-s2.0-105018635799,Who Is in Charge of Cyber Incidence Response in the Homeland?,0,0
105010676292,2-s2.0-105010676292,Cybersecurity Should be a Routine Component of Healthcare Provider Education,0,0
105017290515,2-s2.0-105017290515,Empowering End-Users with Cybersecurity Situational Awareness: Findings from IoT-Health Table-Top Exercises,1,1
105006687490,2-s2.0-105006687490,A hybrid blockchain and AI-based approach for attack protection to secure internet of medical things networks,0,0
85200032576,2-s2.0-85200032576,Towards robust and efficient intrusion detection in IoMT: a deep learning approach addressing data leakage and enhancing model generalizability,4,4
105013512243,2-s2.0-105013512243,Reporting quality of extended reality interventions in healthcare: towards a TIDieR XReporting checklist,0,0
105013363557,2-s2.0-105013363557,"Healthcare and cutting-edge technology: Advancements, challenges, and future prospects",0,0
105012238738,2-s2.0-105012238738,Smart hospital—Opportunities and challenges for modern healthcare,0,0
105015058108,2-s2.0-105015058108,Introduction to the special issue on innovative applications of artificial intelligence (IAAI 2025),0,0
105009273989,2-s2.0-105009273989,TL2AB : Trusted lightweight authentication using AI and blockchain for 6G networks,0,0
105008775559,2-s2.0-105008775559,"Advancements in AI-enhanced collaborative robotics: towards safer, smarter, and human-centric industrial automation",11,11
105017323317,2-s2.0-105017323317,Predicting Ransomware Incidents with Time-Series Modeling,0,0
105009053297,2-s2.0-105009053297,Federated learning for anomaly detection on Internet of Medical Things: A survey,2,2
105012534130,2-s2.0-105012534130,"Federated learning in intrusion detection: advancements, applications, and future directions",1,1
105009379452,2-s2.0-105009379452,Evolving security measures for IoT medical data in cloud environments,0,0
105011047495,2-s2.0-105011047495,Navigating Challenges in the Integration of Artificial Intelligence in Nursing Practice: An Integrative Literature Review,0,0
105012746124,2-s2.0-105012746124,Enhancing AI transparency in IoT intrusion detection using explainable AI techniques,0,0
105011353851,2-s2.0-105011353851,"Framework of artificial intelligence in diabetology: Artificial intelligence—caught between data protection, ethics, approval, and demand",1,1
105017088533,2-s2.0-105017088533,From Innovation to Regulation: Insights from a Bibliometric Analysis of Research Patterns in Medical Data Governance,0,0
105005953060,2-s2.0-105005953060,Secure and fast mobility handover scheme for IoMT in 5 G and future 6 G networks,0,0
105008560230,2-s2.0-105008560230,"Smart systems: A review of theory, applications, and recent advances",1,1
105018859087,2-s2.0-105018859087,Artificial Intelligence Policymaking and the Power Equation Priorities,0,0
105016744461,2-s2.0-105016744461,Smartwatches in childhood: a mixed blessing?—a scoping review,0,0
105014652505,2-s2.0-105014652505,Applied Informatics in the Sphere of Medical Informatics Innovation: A Review Article,0,0
105019129661,2-s2.0-105019129661,Ethical Challenges and Regulatory Considerations in Quantum AI-Powered Cyber Threat Detection,0,0
105019139325,2-s2.0-105019139325,Advancing Cyber Threat Detection Through Quantum and Edge Computing,0,0
105019159416,2-s2.0-105019159416,QINN-Based Approach to Detect Anomalies in High-Dimensional Secure Data,0,0
105017834083,2-s2.0-105017834083,"Healthcare Edge Computing and Medical Device Integration System: Deployment, Scalability, and Maintenance Using DevOps",0,0
105013177603,2-s2.0-105013177603,Enhancing Cybersecurity in Healthcare: Organizational Culture as a Cornerstone,0,0
105017941129,2-s2.0-105017941129,Cross-Sector Cyber Insurance for the Intelligent Society,0,0
105014449422,2-s2.0-105014449422,Cybersecurity Threats in Saudi Healthcare: Exploring Email Communication Practices to Enhance Cybersecurity Among Healthcare Employees in Saudi Arabia,0,0
105006686052,2-s2.0-105006686052,Safeguarding Patient Data: Machine Learning for Phishing URL Detection in Healthcare Systems,2,2
105013097178,2-s2.0-105013097178,"Multi-Layered Security Assessment in mHealth Environments: Case Study on Server, Mobile and Wearable Components in the PHGL-COVID Platform",0,0
85218490187,2-s2.0-85218490187,Optimizing XGBoost hyperparameters using the dragonfly algorithm for enhanced cyber attack detection in the internet of healthcare things (IoHT),2,2
105014430116,2-s2.0-105014430116,An Explainable AI Approach for Interpretable Cross-Layer Intrusion Detection in Internet of Medical Things,0,0
105013361196,2-s2.0-105013361196,Guarding Our Vital Systems: A Metric for Critical Infrastructure Cyber Resilience,2,2
105012461588,2-s2.0-105012461588,Barriers to access to care in the implementation of telemedicine in public hospitals in Southern Ethiopia: A phenomenological qualitative study,0,0
105014369419,2-s2.0-105014369419,"A Multi-Layer Quantum-Resilient IoT Security Architecture Integrating Uncertainty Reasoning, Relativistic Blockchain, and Decentralised Storage",0,0
105011359420,2-s2.0-105011359420,Optimized Ensemble Learning Framework with Enhanced Feature Selection for Efficient and Accurate Classification,1,1
105014340925,2-s2.0-105014340925,The Synergistic Impact of 5G on Cloud-to-Edge Computing and the Evolution of Digital Applications,0,0
105014342459,2-s2.0-105014342459,"A Research Landscape of Agentic AI and Large Language Models: Applications, Challenges and Future Directions",1,1
105008227206,2-s2.0-105008227206,Defending industrial internet of things against Modbus/TCP threats: A combined AI-based detection and SDN-based mitigation solution,0,0
105007498317,2-s2.0-105007498317,Transforming security in internet of medical things with advanced deep learning-based intrusion detection frameworks,1,1
85217219355,2-s2.0-85217219355,Enhancing network security in industrial IoT environments: a DeepCLG hybrid learning model for cyberattack detection,7,7
105004183920,2-s2.0-105004183920,"Adversarial machine learning: a review of methods, tools, and critical industry sectors",5,5
105005795958,2-s2.0-105005795958,Wearing a fur coat in the summertime: Should digital pathology redefine medical imaging?,2,2
105015456319,2-s2.0-105015456319,ADVANCEMENTS AND CHALLENGES IN NAMED ENTITY RECOGNITION: A REVIEW OF TECHNIQUES AND DOMAIN SPECIFIC APPLICATIONS,0,0
105012965842,2-s2.0-105012965842,Towards Integrated and Quality-assured Health Service Delivery: Making a Case for Health Smart Card in the Philippines,0,0
105018094971,2-s2.0-105018094971,AI-Driven Business Systems: Pioneering Innovation and Transformation,0,0
105011608029,2-s2.0-105011608029,Careful considerations for digital health innovation: developing Nanbar Health—a digital health solution empowering clinical decisions with data-driven insights,0,0
105016072646,2-s2.0-105016072646,Distributed Cybersecurity Preemptiveness on Industrial IoT Network Infrastructures,0,0
105015935079,2-s2.0-105015935079,Fundamentals of 6G Networks,0,0
105014813788,2-s2.0-105014813788,Hybrid Outlier Detection Framework Based on Optimized KMeans and HDBSCAN Using Bat Algorithm and LSTM Autoencoder,0,0
105013164975,2-s2.0-105013164975,Machine learning-based cyber threat analysis and handling healthcare environments,0,0
105010778805,2-s2.0-105010778805,"Progressive computational intelligence, information technology and networking",0,0
105003548691,2-s2.0-105003548691,Real time 3D reconstruction for enhanced cybersecurity of additive manufacturing processes,2,2
105014568241,2-s2.0-105014568241,Navigating the future: Digital mentorship in industry 5.0 - a comparative study of Singapore and Australia,0,0
105014484903,2-s2.0-105014484903,A comprehensive study on securing healthcare systems using futuristic machine intelligence,0,0
105014490129,2-s2.0-105014490129,"Introduction to IoMT: Advantages, limitations, architecture, applications, and security aspects",0,0
105014491585,2-s2.0-105014491585,A cybersecurity framework for IoBNT: Inception and a comprehensive review,0,0
105014311883,2-s2.0-105014311883,Enhancing cyber-physical systems through artificial intelligence and machine learning,0,0
105014487556,2-s2.0-105014487556,IoMT laws in western countries: An overview of the legal landscape governing the use of IoMT devices and applications,0,0
105014299489,2-s2.0-105014299489,Emerging security and privacy schemes for cyber-physical systems,0,0
105013355783,2-s2.0-105013355783,Machine learning for threat detection: A comprehensive survey on anomaly detection techniques,0,0
105009299814,2-s2.0-105009299814,A Systematic Review of New Technologies for Cybersecurity Healthcare Applications: A Systematic and Comprehensive Study,0,0
105006892070,2-s2.0-105006892070,Intrusion detection system for Denial of Service (DoS) attacks in healthcare cybersecurity on System on Chip (SoC) – PYTHON productivity for ZYNQ (PYNQ Z1),0,0
105008660576,2-s2.0-105008660576,PEF-CAPD: A Privacy Enhanced Federated Cyber Physical and Attack Detection Framework for Edge-Cloud-Blockchain Enabled Smart Healthcare Environment,0,0
105010313657,2-s2.0-105010313657,C3-VULMAP: A Dataset for Privacy-Aware Vulnerability Detection in Healthcare Systems,0,0
105011729032,2-s2.0-105011729032,A Novel Ensemble of Deep Learning Approach for Cybersecurity Intrusion Detection with Explainable Artificial Intelligence,1,1
105010229930,2-s2.0-105010229930,From Regulation to Reality: A Framework to Bridge the Gap in Digital Health Data Protection,0,0
105010340183,2-s2.0-105010340183,Digital Transformation of Healthcare Enterprises in the Era of Disruptions—A Structured Literature Review,0,0
105001967231,2-s2.0-105001967231,Evaluating AI adoption in healthcare: Insights from the information governance professionals in the United Kingdom,7,7
105007463484,2-s2.0-105007463484,"Artificial intelligence in ophthalmology: Progress, challenges, and ethical implications",3,3
105011971360,2-s2.0-105011971360,Large Language Models’ Trustworthiness in the Light of the EU AI Act—A Systematic Mapping Study,0,0
105009376623,2-s2.0-105009376623,Expert Consensus-Based Technical Guidelines for Remote Robotic-Assisted Surgery and Procedures,1,1
85202951238,2-s2.0-85202951238,Blockchain-based color medical image cryptosystem for industrial Internet of Healthcare Things (IoHT),1,1
105010876353,2-s2.0-105010876353,SECURING CYBER-PHYSICAL SYSTEMS: FLAMINGO SEARCH ALGORITHM OPTIMIZED DEEP LEARNING FOR THREAT DETECTION,0,0
105011665190,2-s2.0-105011665190,Improving Vulnerability Management for Security-by-Design of Medical Devices,0,0
105018690747,2-s2.0-105018690747,"Advances in Multilevel Encryption Techniques: A Comprehensive Review of Hyperchaotic Neural Networks, Quantum-Inspired Approaches, and Data Hiding Mechanisms",0,0
105005070618,2-s2.0-105005070618,Evaluating and enhancing intrusion detection systems in IoMT: The importance of domain-specific datasets,4,4
105012052337,2-s2.0-105012052337,Patient Care Technology Disruptions Associated With the CrowdStrike Outage,0,0
105011668165,2-s2.0-105011668165,Comparative Analysis of Deep Learning Models for Intrusion Detection in IoT Networks,0,0
105014087251,2-s2.0-105014087251,When code crashes the lab: Operational resilience in clinical laboratories amid a cyberattack – A case study from a university hospital,0,0
105011514118,2-s2.0-105011514118,WAYS OF ARTIFICIAL INTELLIGENCE APPLICATION AT MILITARY MEDICINE IN MARTIAL STATE CONDITIONS,0,0
105012980837,2-s2.0-105012980837,CAFED-Net: Cross-Adaptive Federated Learning with Dynamic Adversarial Defence for Real-Time Privacy-Preserving and Threat Detection in Distributed IoT Ecosystems,0,0
105010176937,2-s2.0-105010176937,Explainable AI for URL Threat Detection in Healthcare Cybersecurity: A Case Study Using LIME and SHAP,0,0
105009790394,2-s2.0-105009790394,A Framework for Blockchain-based Secure Management of Mobile Healthcare (mHealth) Systems,0,0
105009454681,2-s2.0-105009454681,AI-enabled threat intelligence and cyber risk assessment,0,0
105009454575,2-s2.0-105009454575,Capitalizing on the transformative role of AI and human capital to strengthen cybersecurity in healthcare: Safeguarding patient data and advancing regulatory compliance,0,0
105015489197,2-s2.0-105015489197,Advancements in Artificial Intelligence and Machine Learning,0,0
105013043798,2-s2.0-105013043798,Finance and beyond: Driving self-service transformation through digital innovation,0,0
105010667663,2-s2.0-105010667663,Sector-specific applications of generative AI,0,0
105010665505,2-s2.0-105010665505,Sustainable digitalization strategies in business and healthcare,0,0
105010533794,2-s2.0-105010533794,Integrating Machine Learning With Secure Telemedicine Image Transmission,0,0
105010513508,2-s2.0-105010513508,Quantum Cryptography for Biomedical Image Security in Next-Generation Telemedicine Networks,0,0
105010483328,2-s2.0-105010483328,Advanced secure transmission of telemedicine-based bio-medical images,0,0
105011410591,2-s2.0-105011410591,Challenges and solutions for cybersecurity and adversarial machine learning,0,0
105011412343,2-s2.0-105011412343,Federated learning for secure and resilient AI systems,0,0
105011412610,2-s2.0-105011412610,The dark side of AI: Adversarial attacks and defenses in deep learning,0,0
105011409761,2-s2.0-105011409761,Taxonomy of adversarial attacks and defenses,0,0
105009003538,2-s2.0-105009003538,Cybersecurity for Analyzing Artificial Intelligence (AI)-Based Assistive Technology and Systems in Digital Health,1,1
105004217657,2-s2.0-105004217657,A data-driven risk assessment of cybersecurity challenges posed by generative AI,4,4
105004792353,2-s2.0-105004792353,"A systematic review on cybersecurity of robotic systems: vulnerabilities trends, threats, attacks, challenges, and proposed framework",0,0
105005656637,2-s2.0-105005656637,Quantum-enhanced digital twin IoT for efficient healthcare task offloading,0,0
105005203105,2-s2.0-105005203105,Digital Disasters: The Growing Threat of Healthcare Ransomware,0,0
105006912772,2-s2.0-105006912772,Smart Healthcare: The Role of Digital Health in Modern Medicine,1,1
105018890014,2-s2.0-105018890014,Augmented Intelligence Framework for Human–Artificial Intelligence Teaming in Cybersecurity,0,0
105007995125,2-s2.0-105007995125,Blockchain in Critical Care,0,0
105009310266,2-s2.0-105009310266,Socio-Organisational Challenges and Impacts of IoT: A Review in Healthcare and Banking,0,0
105008957579,2-s2.0-105008957579,Integral Security Pillars for Medical Devices: A Comprehensive Analysis,0,0
105004213387,2-s2.0-105004213387,RTAD-HIS: Regulated transformer architecture based anomaly detection framework towards security in healthcare IoT systems,1,1
105012295029,2-s2.0-105012295029,The Rising Cost of Cyberattacks: Trends and Impacts across Industries,0,0
105006901512,2-s2.0-105006901512,Mapping the Cyberthreat Landscape in Healthcare Using GDELT: A Multimethod Approach,0,0
105003155646,2-s2.0-105003155646,"‘In the Midst of Every Crisis, Lies Great Opportunity’: Perceptions of the Future Use of Artificial Intelligence in the UK NHS Primary Care",0,0
105009275807,2-s2.0-105009275807,The Importance of AI Data Governance in Large Language Models,2,2
105009407977,2-s2.0-105009407977,Quantum-driven security evolution in IoT: AI-powered cryptography and anomaly detection,2,2
105004414603,2-s2.0-105004414603,Ransomware detection and family classification using fine-tuned BERT and RoBERTa models,1,1
105007226074,2-s2.0-105007226074,Generative artificial intelligence for sustainable development: predictive trend analysis in key sectors using natural language processing,0,0
105007727113,2-s2.0-105007727113,Machine Learning-Based Security Solutions for IoT Networks: A Comprehensive Survey,4,4
105009160624,2-s2.0-105009160624,A Cybersecurity Risk Assessment for Enhanced Security in Virtual Reality,2,2
105007788941,2-s2.0-105007788941,Digital twin technology advancing industry 4.0 and industry 5.0 across sectors,9,9
105002884153,2-s2.0-105002884153,"Blockchain technology in supply chain management: Innovations, applications, and challenges",15,15
105018216295,2-s2.0-105018216295,Insoluble Challenges of Prosecuting Transnational Cybercrime: A Case in a Developing Country,0,0
85214499438,2-s2.0-85214499438,Preparedness of European pediatric oncologists to integrate AI in the clinical routine,0,0
105007096040,2-s2.0-105007096040,Surgery without distance: will 5G-based robot-assisted telesurgery redefine modern surgery?,6,6
105011384006,2-s2.0-105011384006,"Continuous Patient Monitoring in Healthcare: A Comprehensive Review of Opportunities, Challenges, and Future Directions",0,0
105005816743,2-s2.0-105005816743,Towards Semantic Interoperability Health Standardization Recommendation Tool,0,0
105008747721,2-s2.0-105008747721,Cybersecurity and strategic innovation in the digital economy,0,0
105008366417,2-s2.0-105008366417,Complexities and challenges for securing digital assets and infrastructure,0,0
