scopus_id,eid,title,authors,doi,year,source,volume,issue,pages,issn,isbn,affiliations,subject_areas,references,citations,url,abstract,language,publisher
105009273989,2-s2.0-105009273989,TL2AB : Trusted lightweight authentication using AI and blockchain for 6G networks,Sakraoui S.,10.1016/j.iot.2025.101661,2025-09-01,Internet of Things the Netherlands,33,,,,,"[{'@_fa': 'true', 'affilname': 'Université Badji Mokhtar - Annaba', 'affiliation-city': 'Annaba', 'affiliation-country': 'Algeria'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105009273989,,,
105010778805,2-s2.0-105010778805,"Progressive computational intelligence, information technology and networking",Nandal P.,10.1201/9781003650010,2025-07-22,Progressive Computational Intelligence Information Technology and Networking,,,1-911,,"[{'@_fa': 'true', '$': '[9781041094272, 9781040423912]'}]","[{'@_fa': 'true', 'affilname': 'Manav Rachna International Institute of Research and Studies', 'affiliation-city': 'Faridabad', 'affiliation-country': 'India'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105010778805,,,
105011729032,2-s2.0-105011729032,A Novel Ensemble of Deep Learning Approach for Cybersecurity Intrusion Detection with Explainable Artificial Intelligence,Alabdulatif A.,10.3390/app15147984,2025-07-01,Applied Sciences Switzerland,15,14,,,,"[{'@_fa': 'true', 'affilname': 'Qassim University', 'affiliation-city': 'Al-Mulida', 'affiliation-country': 'Saudi Arabia'}]",,1,1,https://api.elsevier.com/content/abstract/scopus_id/105011729032,,,
105012980837,2-s2.0-105012980837,CAFED-Net: Cross-Adaptive Federated Learning with Dynamic Adversarial Defence for Real-Time Privacy-Preserving and Threat Detection in Distributed IoT Ecosystems,Abdulqader S.A.,10.30880/jscdm.2025.06.01.004,2025-06-30,Journal of Soft Computing and Data Mining,6,1,58-68,,,"[{'@_fa': 'true', 'affilname': 'Northern Technical University', 'affiliation-city': 'Mosul', 'affiliation-country': 'Iraq'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105012980837,,,
105004414603,2-s2.0-105004414603,Ransomware detection and family classification using fine-tuned BERT and RoBERTa models,Hussain A.,10.1016/j.eij.2025.100645,2025-06-01,Egyptian Informatics Journal,30,,,11108665,,"[{'@_fa': 'true', 'affilname': 'Air University Islamabad', 'affiliation-city': 'Islamabad', 'affiliation-country': 'Pakistan'}]",,1,1,https://api.elsevier.com/content/abstract/scopus_id/105004414603,,,
85212530522,2-s2.0-85212530522,"A comprehensive survey of Federated Intrusion Detection Systems: Techniques, challenges and solutions",Makris I.,10.1016/j.cosrev.2024.100717,2025-05-01,Computer Science Review,56,,,15740137,,"[{'@_fa': 'true', 'affilname': 'MetaMind Innovations P.C.', 'affiliation-city': 'Kozani', 'affiliation-country': 'Greece'}]",,9,9,https://api.elsevier.com/content/abstract/scopus_id/85212530522,,,
105004959437,2-s2.0-105004959437,Empowering AI applications in smart life and environment,Khalifa N.E.M.,10.1007/978-3-031-78038-7,2025-03-28,Empowering AI Applications in Smart Life and Environment,,,1-250,,"[{'@_fa': 'true', '$': '[9783031780370, 9783031780387]'}]","[{'@_fa': 'true', 'affilname': 'Faculty of Computers and Artificial Intelligence', 'affiliation-city': 'Giza', 'affiliation-country': 'Egypt'}]",,1,1,https://api.elsevier.com/content/abstract/scopus_id/105004959437,,,
85217649804,2-s2.0-85217649804,Hierarchical Deep Learning for Robust Cybersecurity in Multi-Cloud Healthcare Infrastructures,Ali T.E.,10.48084/etasr.8918,2025-02-01,Engineering Technology and Applied Science Research,15,1,20358-20366,22414487,,"[{'@_fa': 'true', 'affilname': 'University of Baghdad', 'affiliation-city': 'Baghdad', 'affiliation-country': 'Iraq'}]",,2,2,https://api.elsevier.com/content/abstract/scopus_id/85217649804,,,
105008529419,2-s2.0-105008529419,Blockchain technologies and their application in security software development,Zybin S.,10.37868/sei.v7i1.id499,2025-02-01,Sustainable Engineering and Innovation,7,1,209-224,,,"[{'@_fa': 'true', 'affilname': 'State University of Information and Communication Technologies', 'affiliation-city': 'Kyiv', 'affiliation-country': 'Ukraine'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105008529419,,,
85218042758,2-s2.0-85218042758,Transforming the cybersecurity space of healthcare IoT devices using Deep Learning,Kumar P.M.,10.1109/ICAIC63015.2025.10849305,2025-01-01,2025 IEEE 4th International Conference on AI in Cybersecurity Icaic 2025,,,,,"[{'@_fa': 'true', '$': '[9798331518882]'}]","[{'@_fa': 'true', 'affilname': 'University of North Texas', 'affiliation-city': 'Denton', 'affiliation-country': 'United States'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/85218042758,,,
105017798541,2-s2.0-105017798541,A Survey of Digital Twin Healthcare Cybersecurity Implementation Methods,Fogus W.,10.1109/SERA65747.2025.11154549,2025-01-01,2025 IEEE Acis 23rd International Conference on Software Engineering Research Management and Applications SERA 2025 Proceedings,,,217-224,,"[{'@_fa': 'true', '$': '[9798331565367]'}]","[{'@_fa': 'true', 'affilname': 'Towson University', 'affiliation-city': 'Towson', 'affiliation-country': 'United States'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105017798541,,,
105013025202,2-s2.0-105013025202,Cybersecurity in Healthcare: Challenges and Solutions for Safeguarding Patient Data,Al Jadaan O.,10.1007/978-3-032-00444-4_31,2025-01-01,Lecture Notes in Networks and Systems,1573 LNNS,,326-335,23673370,"[{'@_fa': 'true', '$': '[9783032004437]'}]","[{'@_fa': 'true', 'affilname': 'Ras Al Khaima Medical and Health Sciences University (RAK)', 'affiliation-city': 'Ras al Khaimah', 'affiliation-country': 'United Arab Emirates'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105013025202,,,
105004640108,2-s2.0-105004640108,Cybersecurity Enhancement in IoT-Enabled Public Health Information Systems Using Deep Learning Techniques,Mishra M.K.,10.1109/IEEECONF64992.2025.10963029,2025-01-01,Proceedings of 2025 AI Driven Smart Healthcare for Society 5 0 Adsoc5 0 2025,,,25-30,,"[{'@_fa': 'true', '$': '[9798331536336]'}]","[{'@_fa': 'true', 'affilname': 'Delta System and Software Inc', 'affiliation-city': 'McKinney', 'affiliation-country': 'United States'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105004640108,,,
105008865571,2-s2.0-105008865571,Safeguarding the Landscape of Mental Wellness: Analyzing Cyber Threats and Mitigation Strategies in Digital Healthcare,Mehra C.,10.1016/j.procs.2025.03.173,2025-01-01,Procedia Computer Science,260,,22-31,,,"[{'@_fa': 'true', 'affilname': 'International Business Machines', 'affiliation-city': 'Armonk', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Shoolini University', 'affiliation-city': 'Solan', 'affiliation-country': 'India'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105008865571,,,
105008183534,2-s2.0-105008183534,The Critical Role of Cybersecurity Education in Health Tourism,Rajamäki J.,10.34190/ictr.8.1.3455,2025-01-01,Proceedings of the International Conference on Tourism Research,,,234-242,,"[{'@_fa': 'true', '$': '[9781917204354]'}]","[{'@_fa': 'true', 'affilname': 'Laurea-ammattikorkeakoulu', 'affiliation-city': 'Vantaa', 'affiliation-country': 'Finland'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105008183534,,,
85215955801,2-s2.0-85215955801,Cybersecurity-based artificial intelligence healthcare management system,Charanarur P.,10.1201/9781032663647-8,2025-01-01,Securing the Digital World A Comprehensive Guide to Multimedia Security,,,128-140,,"[{'@_fa': 'true', '$': '[9781032663623, 9781040295823]'}]","[{'@_fa': 'true', 'affilname': 'University Tripura Campus', 'affiliation-city': None, 'affiliation-country': 'India'}]",,1,1,https://api.elsevier.com/content/abstract/scopus_id/85215955801,,,
105006941219,2-s2.0-105006941219,Designing a Decentralized Ecosystem for 6G Smart Cities,Hussien O.A.A.M.,10.1007/978-3-031-82031-1_8,2025-01-01,Advanced Sciences and Technologies for Security Applications,Part F414,,145-168,16135113,,"[{'@_fa': 'true', 'affilname': 'University of Northumbria', 'affiliation-city': 'Newcastle', 'affiliation-country': 'United Kingdom'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105006941219,,,
105009754057,2-s2.0-105009754057,A Secure Data Storage Model for Wearable Medical IoT Devices Using Blockchain Technology,Elhadari Z.,,2025-01-01,Iaeng International Journal of Computer Science,52,7,2210-2222,1819656X,,"[{'@_fa': 'true', 'affilname': 'Université Sultan Moulay Slimane', 'affiliation-city': 'Beni Mellal', 'affiliation-country': 'Morocco'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105009754057,,,
85214524218,2-s2.0-85214524218,"Security of Smart Grid: Cybersecurity Issues, Potential Cyberattacks, Major Incidents, and Future Directions",Alomari M.A.,10.3390/en18010141,2025-01-01,Energies,18,1,,,,"[{'@_fa': 'true', 'affilname': 'Universiti Teknikal Malaysia Melaka', 'affiliation-city': 'Malacca', 'affiliation-country': 'Malaysia'}]",,22,22,https://api.elsevier.com/content/abstract/scopus_id/85214524218,,,
105014919938,2-s2.0-105014919938,Enhancing Risk Management on IoT Medical Devices,Tikanmäki I.,10.34190/eccws.24.1.3535,2025-01-01,European Conference on Information Warfare and Security Eccws,,,682-688,20488602,"[{'@_fa': 'true', '$': '[9781917204453]'}]","[{'@_fa': 'true', 'affilname': 'Laurea-ammattikorkeakoulu', 'affiliation-city': 'Vantaa', 'affiliation-country': 'Finland'}, {'@_fa': 'true', 'affilname': 'Maanpuolustuskorkeakoulu, Finland', 'affiliation-city': 'Helsinki', 'affiliation-country': 'Finland'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105014919938,,,
105015807748,2-s2.0-105015807748,Healthcare Informatics Innovation Post-COVID-19 Pandemic,Eappen P.,10.1201/9781003485629,2025-01-01,Healthcare Informatics Innovation Post Covid 19 Pandemic,,,1-286,,"[{'@_fa': 'true', '$': '[9781032775401, 9781040367759]'}]","[{'@_fa': 'true', 'affilname': 'Cape Breton University', 'affiliation-city': 'Sydney', 'affiliation-country': 'Canada'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105015807748,,,
105006567551,2-s2.0-105006567551,Cyber Security Framework for AIEnabled Robotics and Drone Systems,Javed M.D.,10.4018/979-8-3373-0583-7.ch009,2025-01-01,Advancing Cybersecurity in Smart Factories Through Autonomous Robotic Defenses,,,231-261,,"[{'@_fa': 'true', '$': '[9798337305837, 9798337305851]'}]","[{'@_fa': 'true', 'affilname': 'Shaheed Benazir Bhutto University', 'affiliation-city': 'Shaheed Benzirabad', 'affiliation-country': 'Pakistan'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105006567551,,,
105004558789,2-s2.0-105004558789,AI-Based Zero Trust Architecture for Cognitive City Networks,,10.1109/ICAISC64594.2025.10959378,2025-01-01,2025 2nd International Conference on Advanced Innovations in Smart Cities Icaisc 2025,,,,,"[{'@_fa': 'true', '$': '[9798331506995]'}]",,,0,0,https://api.elsevier.com/content/abstract/scopus_id/105004558789,,,
85209696119,2-s2.0-85209696119,Human-centered IoT-based health monitoring in the Healthcare 5.0 era: literature descriptive analysis and future research guidelines,Rashid S.,10.1007/s43926-024-00082-5,2024-12-01,Discover Internet of Things,4,1,,,,"[{'@_fa': 'true', 'affilname': 'Babol Noshirvani University of Technology', 'affiliation-city': 'Babol', 'affiliation-country': 'Iran'}]",,9,9,https://api.elsevier.com/content/abstract/scopus_id/85209696119,,,
85198860803,2-s2.0-85198860803,Enhancing offloading with cybersecurity in edge computing for digital twin-driven patient monitoring,Jameil A.K.,10.1049/wss2.12086,2024-12-01,Iet Wireless Sensor Systems,14,6,363-380,20436386,,"[{'@_fa': 'true', 'affilname': 'Brunel University London', 'affiliation-city': 'Uxbridge', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'University of Diyala', 'affiliation-city': 'Baqubah', 'affiliation-country': 'Iraq'}]",,7,7,https://api.elsevier.com/content/abstract/scopus_id/85198860803,,,
105014488146,2-s2.0-105014488146,Design and development of blockchain integrated IoT system for pharmaceutical applications,Jyothy S.T.,10.2174/9789815223491124010010,2024-10-15,Robotics and Automation in Industry 4 0,,,114-135,,"[{'@_fa': 'true', '$': '[9789815223507, 9789815223491]'}]","[{'@_fa': 'true', 'affilname': 'REVA University', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/105014488146,,,
85201514343,2-s2.0-85201514343,An SDN-based Hybrid-DL-driven cognitive intrusion detection system for IoT ecosystem,Wahab F.,10.1016/j.compeleceng.2024.109545,2024-10-01,Computers and Electrical Engineering,119,,,00457906,,"[{'@_fa': 'true', 'affilname': 'National University of Computer and Emerging Sciences Chiniot-Faisalabad', 'affiliation-city': 'Chiniot', 'affiliation-country': 'Pakistan'}]",,16,16,https://api.elsevier.com/content/abstract/scopus_id/85201514343,,,
85196042198,2-s2.0-85196042198,Verify and trust: A multidimensional survey of zero-trust security in the age of IoT,Azad M.A.,10.1016/j.iot.2024.101227,2024-10-01,Internet of Things Netherlands,27,,,,,"[{'@_fa': 'true', 'affilname': 'Birmingham City University', 'affiliation-city': 'Birmingham', 'affiliation-country': 'United Kingdom'}]",,33,33,https://api.elsevier.com/content/abstract/scopus_id/85196042198,,,
85196813834,2-s2.0-85196813834,Recent endeavors in machine learning-powered intrusion detection systems for the Internet of Things,Manivannan D.,10.1016/j.jnca.2024.103925,2024-09-01,Journal of Network and Computer Applications,229,,,10848045,,"[{'@_fa': 'true', 'affilname': 'University of Kentucky', 'affiliation-city': 'Lexington', 'affiliation-country': 'United States'}]",,33,33,https://api.elsevier.com/content/abstract/scopus_id/85196813834,,,
85219569991,2-s2.0-85219569991,IMPROVING SECURE ROUTING IN IOMT: ENHANCED BLOCKCHAIN CYBERSECURITY SCHEME USING HYPERLEDGER FABRIC,Alkhdour T.,,2024-07-31,Journal of Theoretical and Applied Information Technology,102,14,5663-5689,19928645,,"[{'@_fa': 'true', 'affilname': 'King Faisal University', 'affiliation-city': 'Al-Ahsa', 'affiliation-country': 'Saudi Arabia'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/85219569991,,,
85192453598,2-s2.0-85192453598,Cybersecurity of Internet of Things in the health sector: Understanding the applicable legal framework,Casarosa F.,10.1016/j.clsr.2024.105982,2024-07-01,Computer Law and Security Review,53,,,02673649,,"[{'@_fa': 'true', 'affilname': ""Sant'Anna Scuola Universitaria Superiore Pisa"", 'affiliation-city': 'Pisa', 'affiliation-country': 'Italy'}]",,3,3,https://api.elsevier.com/content/abstract/scopus_id/85192453598,,,
85190358180,2-s2.0-85190358180,Cost-Effective Authenticated Solution (CAS) for 6G-Enabled Artificial Intelligence of Medical Things (AIoMT),Mahmood K.,10.1109/JIOT.2024.3387852,2024-07-01,IEEE Internet of Things Journal,11,13,23977-23984,,,"[{'@_fa': 'true', 'affilname': 'National Yunlin University of Science and Technology', 'affiliation-city': 'Douliou', 'affiliation-country': 'Taiwan'}]",,11,11,https://api.elsevier.com/content/abstract/scopus_id/85190358180,,,
85164027195,2-s2.0-85164027195,Machine learning-based intrusion detection: feature selection versus feature extraction,Ngo V.D.,10.1007/s10586-023-04089-5,2024-06-01,Cluster Computing,27,3,2365-2379,13867857,,"[{'@_fa': 'true', 'affilname': 'Hanoi University of Science and Technology', 'affiliation-city': 'Hanoi', 'affiliation-country': 'Viet Nam'}, {'@_fa': 'true', 'affilname': 'MobiFone Corporation', 'affiliation-city': 'Hanoi', 'affiliation-country': 'Viet Nam'}]",,28,28,https://api.elsevier.com/content/abstract/scopus_id/85164027195,,,
85193716757,2-s2.0-85193716757,Designing Privacy-Aware IoT Applications for Unregulated Domains,Alhirabi N.,10.1145/3648480,2024-04-23,ACM Transactions on Internet of Things,5,2,,25776207,,"[{'@_fa': 'true', 'affilname': 'King Saud University', 'affiliation-city': 'Riyadh', 'affiliation-country': 'Saudi Arabia'}, {'@_fa': 'true', 'affilname': 'Cardiff University', 'affiliation-city': 'Cardiff', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'My Data Fix Ltd', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",,2,2,https://api.elsevier.com/content/abstract/scopus_id/85193716757,,,
85187200191,2-s2.0-85187200191,Modified genetic algorithm and fine-tuned long short-term memory network for intrusion detection in the internet of things networks with edge capabilities,Saheed Y.K.,10.1016/j.asoc.2024.111434,2024-04-01,Applied Soft Computing,155,,,15684946,,"[{'@_fa': 'true', 'affilname': 'American University of Nigeria', 'affiliation-city': 'Yola', 'affiliation-country': 'Nigeria'}]",,83,83,https://api.elsevier.com/content/abstract/scopus_id/85187200191,,,
85189443900,2-s2.0-85189443900,Trustworthy and Efficient Digital Twins in Post-Quantum Era with Hybrid Hardware-Assisted Signatures,Nouma S.E.,10.1145/3638250,2024-03-08,ACM Transactions on Multimedia Computing Communications and Applications,20,6,,15516857,,"[{'@_fa': 'true', 'affilname': 'University of South Florida, Tampa', 'affiliation-city': 'Tampa', 'affiliation-country': 'United States'}]",,11,11,https://api.elsevier.com/content/abstract/scopus_id/85189443900,,,
85174358046,2-s2.0-85174358046,Enhancing healthcare security in the digital era: Safeguarding medical images with lightweight cryptographic techniques in IoT healthcare applications,Nadhan A.S.,10.1016/j.bspc.2023.105511,2024-02-01,Biomedical Signal Processing and Control,88,,,17468094,,"[{'@_fa': 'true', 'affilname': 'GITAM School of Technology, Bengaluru Campus', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}]",,57,57,https://api.elsevier.com/content/abstract/scopus_id/85174358046,,,
85207918773,2-s2.0-85207918773,Secure Health: A Guide to Cybersecurity for Healthcare Managers,Hammad M.,10.1201/9781003470038,2024-01-01,Secure Health A Guide to Cybersecurity for Healthcare Managers,,,1-244,,"[{'@_fa': 'true', '$': '[9781032742656, 9781040154380]'}]","[{'@_fa': 'true', 'affilname': 'Prince Sultan University', 'affiliation-city': 'Riyadh', 'affiliation-country': 'Saudi Arabia'}, {'@_fa': 'true', 'affilname': 'Faculty of Computers & Informations', 'affiliation-city': 'Shibin El Kom', 'affiliation-country': 'Egypt'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/85207918773,,,
85207928232,2-s2.0-85207928232,Addressing Unique Cybersecurity Challenges in Telehealth and Remote Physiologic Monitoring,Jafar U.,10.1201/9781003470038-7,2024-01-01,Secure Health A Guide to Cybersecurity for Healthcare Managers,,,124-168,,"[{'@_fa': 'true', '$': '[9781032742656, 9781040154380]'}]","[{'@_fa': 'true', 'affilname': 'Universiti Kebangsaan Malaysia', 'affiliation-city': 'Bangi', 'affiliation-country': 'Malaysia'}]",,2,2,https://api.elsevier.com/content/abstract/scopus_id/85207928232,,,
85219114325,2-s2.0-85219114325,Addressing Security Risks in IoT by Safeguarding Privacy and Networks of Connected Devices,Shanmugam T.,10.1109/ICCDA64887.2024.10867375,2024-01-01,2024 2nd International Conference on Computing and Data Analytics Iccda 2024 Proceedings,,,,,"[{'@_fa': 'true', '$': '[9798331542573]'}]","[{'@_fa': 'true', 'affilname': 'University of Technology and Applied Sciences Suhar', 'affiliation-city': 'Sohar', 'affiliation-country': 'Oman'}]",,1,1,https://api.elsevier.com/content/abstract/scopus_id/85219114325,,,
85192510117,2-s2.0-85192510117,Network Traffic Anomaly Detection Based on Federated Learning,Luan Y.,10.1109/NNICE61279.2024.10498908,2024-01-01,2024 4th International Conference on Neural Networks Information and Communication Engineering Nnice 2024,,,224-228,,"[{'@_fa': 'true', '$': '[9798350394375]'}]","[{'@_fa': 'true', 'affilname': 'Yunnan University', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}]",,3,3,https://api.elsevier.com/content/abstract/scopus_id/85192510117,,,
85218357140,2-s2.0-85218357140,Cross ML for Io(H)T Network Traffic Classification: A New Approach Towards Standardization,Shombot E.S.,10.1109/CSNet64211.2024.10851757,2024-01-01,Proceedings of the 8th Cyber Security in Networking Conference AI for Cybersecurity Csnet 2024,,,282-288,,"[{'@_fa': 'true', '$': '[9798331534103]'}]","[{'@_fa': 'true', 'affilname': 'IMT Mines Alès', 'affiliation-city': 'Ales', 'affiliation-country': 'France'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/85218357140,,,
85179729902,2-s2.0-85179729902,Implementation of Secure Health Care Application Using IoT,Gullapalli H.S.S.,10.1007/978-3-031-09955-7_20,2024-01-01,Internet of Things,Part F1851,,325-332,21991073,,"[{'@_fa': 'true', 'affilname': 'K L Deemed to be University', 'affiliation-city': 'Vaddeswaram', 'affiliation-country': 'India'}]",,1,1,https://api.elsevier.com/content/abstract/scopus_id/85179729902,,,
85173099663,2-s2.0-85173099663,Security vulnerabilities in healthcare: an analysis of medical devices and software,Mejía-Granda C.M.,10.1007/s11517-023-02912-0,2024-01-01,Medical and Biological Engineering and Computing,62,1,257-273,01400118,,"[{'@_fa': 'true', 'affilname': 'Universidad de Murcia', 'affiliation-city': 'Murcia', 'affiliation-country': 'Spain'}]",,41,41,https://api.elsevier.com/content/abstract/scopus_id/85173099663,,,
85205585446,2-s2.0-85205585446,The Impact of Federated Learning on IoT Security: An Empirical Analysis,Mehta S.,10.1109/ICCPCT61902.2024.10673009,2024-01-01,Proceedings of International Conference on Circuit Power and Computing Technologies Iccpct 2024,,,462-466,,"[{'@_fa': 'true', '$': '[9798350372816]'}]","[{'@_fa': 'true', 'affilname': 'Chitkara University, Punjab', 'affiliation-city': 'Rajpura', 'affiliation-country': 'India'}]",,10,10,https://api.elsevier.com/content/abstract/scopus_id/85205585446,,,
85202714675,2-s2.0-85202714675,Exploring Generative Artificial Intelligence Research: A Bibliometric Analysis Approach,Dwivedi R.,10.1109/ACCESS.2024.3450629,2024-01-01,IEEE Access,12,,119884-119902,,,"[{'@_fa': 'true', 'affilname': 'Texas A&M University', 'affiliation-city': 'College Station', 'affiliation-country': 'United States'}]",,9,9,https://api.elsevier.com/content/abstract/scopus_id/85202714675,,,
85201260032,2-s2.0-85201260032,Securing the Internet of Health Things with Certificateless Anonymous Authentication Scheme,Innab N.,10.32604/cmc.2024.049608,2024-01-01,Computers Materials and Continua,80,2,2237-2258,15462218,,"[{'@_fa': 'true', 'affilname': 'Almaarefa University', 'affiliation-city': 'Riyadh', 'affiliation-country': 'Saudi Arabia'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/85201260032,,,
85193586994,2-s2.0-85193586994,Considerations on Digital Forensic Analysis of Medical Devices and Equipment,Constanzo B.,10.1007/978-3-031-59216-4_26,2024-01-01,Ifmbe Proceedings,108,,235-242,16800737,"[{'@_fa': 'true', '$': '[9783031592157]'}]","[{'@_fa': 'true', 'affilname': 'Universidad Nacional de Mar del Plata', 'affiliation-city': 'Mar de Plata', 'affiliation-country': 'Argentina'}]",,0,0,https://api.elsevier.com/content/abstract/scopus_id/85193586994,,,
105001903539,2-s2.0-105001903539,"Introduction to One Digital Identity: Strategies, Innovations, and Future Trends",Goniwada S.R.,10.1007/979-8-8688-0255-3,2024-01-01,Introduction to One Digital Identity Strategies Innovations and Future Trends,,,1-244,,"[{'@_fa': 'true', '$': '[9798868802546, 9798868802553]'}]","[{'@_fa': 'true', 'affilname': 'Accenture', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}]",,1,1,https://api.elsevier.com/content/abstract/scopus_id/105001903539,,,
